merchant_id,customer_id,customer_name,contact_ref,consent,payment_id,paid_at,amount_minor,status
mch_demo_bengaluru,CUST-A07,Synthetic Customer A07,synthetic-sms:+91-5550-1007,true,PAY-00025,2026-07-08T11:30:00+05:30,34504,settled
mch_demo_bengaluru,CUST-C22,Synthetic Customer C22,synthetic-sms:+91-5552-1022,true,PAY-00241,2026-07-08T11:30:00+05:30,27352,settled
mch_demo_bengaluru,CUST-A18,Synthetic Customer A18,synthetic-sms:+91-5550-1018,true,PAY-00064,2026-07-08T12:30:00+05:30,30557,settled
mch_demo_bengaluru,CUST-A19,Synthetic Customer A19,synthetic-sms:+91-5550-1019,true,PAY-00068,2026-07-08T13:30:00+05:30,20851,settled
mch_demo_bengaluru,CUST-B04,Synthetic Customer B04,synthetic-sms:+91-5551-1004,true,PAY-00100,2026-07-08T13:30:00+05:30,28016,settled
mch_demo_bengaluru,CUST-B11,Synthetic Customer B11,synthetic-sms:+91-5551-1011,unknown,PAY-00129,2026-07-08T14:30:00+05:30,28766,settled
mch_demo_bengaluru,CUST-B23,Synthetic Customer B23,synthetic-sms:+91-5551-1023,true,PAY-00177,2026-07-08T14:30:00+05:30,16692,settled
mch_demo_bengaluru,CUST-B31,Synthetic Customer B31,synthetic-sms:+91-5551-1031,true,PAY-00209,2026-07-09T10:30:00+05:30,22366,settled
mch_demo_bengaluru,CUST-A03,Synthetic Customer A03,synthetic-sms:+91-5550-1003,true,PAY-00010,2026-07-09T12:30:00+05:30,33601,settled
mch_demo_bengaluru,CUST-A13,Synthetic Customer A13,synthetic-sms:+91-5550-1013,true,PAY-00046,2026-07-09T12:30:00+05:30,21291,settled
mch_demo_bengaluru,CUST-A23,Synthetic Customer A23,synthetic-sms:+91-5550-1023,unknown,PAY-00081,2026-07-09T12:30:00+05:30,23092,settled
mch_demo_bengaluru,CUST-B09,Synthetic Customer B09,synthetic-sms:+91-5551-1009,true,PAY-00122,2026-07-09T12:30:00+05:30,25003,settled
mch_demo_bengaluru,CUST-A09,Synthetic Customer A09,synthetic-sms:+91-5550-1009,true,PAY-00032,2026-07-09T13:30:00+05:30,14130,settled
mch_demo_bengaluru,CUST-B16,Synthetic Customer B16,synthetic-sms:+91-5551-1016,true,PAY-00149,2026-07-09T13:30:00+05:30,17935,settled
mch_demo_bengaluru,CUST-B05,Synthetic Customer B05,synthetic-sms:+91-5551-1005,true,PAY-00105,2026-07-09T14:30:00+05:30,30555,settled
mch_demo_bengaluru,CUST-C21,Synthetic Customer C21,synthetic-sms:+91-5552-1021,false,PAY-00238,2026-07-10T09:30:00+05:30,19147,settled
mch_demo_bengaluru,CUST-A16,Synthetic Customer A16,synthetic-sms:+91-5550-1016,true,PAY-00057,2026-07-10T10:30:00+05:30,20926,settled
mch_demo_bengaluru,CUST-A17,Synthetic Customer A17,synthetic-sms:+91-5550-1017,true,PAY-00060,2026-07-10T11:30:00+05:30,18472,settled
mch_demo_bengaluru,CUST-B08,Synthetic Customer B08,synthetic-sms:+91-5551-1008,true,PAY-00117,2026-07-10T11:30:00+05:30,22963,settled
mch_demo_bengaluru,CUST-B21,Synthetic Customer B21,synthetic-sms:+91-5551-1021,true,PAY-00170,2026-07-10T12:30:00+05:30,19974,settled
mch_demo_bengaluru,CUST-C17,Synthetic Customer C17,synthetic-sms:+91-5552-1017,true,PAY-00234,2026-07-10T12:30:00+05:30,12438,settled
mch_demo_bengaluru,CUST-C21,Synthetic Customer C21,synthetic-sms:+91-5552-1021,false,PAY-00239,2026-07-10T13:30:00+05:30,31279,settled
mch_demo_bengaluru,CUST-C09,Synthetic Customer C09,synthetic-sms:+91-5552-1009,true,PAY-00226,2026-07-10T14:30:00+05:30,20635,settled
mch_demo_bengaluru,CUST-C21,Synthetic Customer C21,synthetic-sms:+91-5552-1021,false,PAY-00240,2026-07-10T18:30:00+05:30,14240,settled
mch_demo_bengaluru,CUST-A01,Synthetic Customer A01,synthetic-sms:+91-5550-1001,true,PAY-00001,2026-07-13T10:30:00+05:30,17725,settled
mch_demo_bengaluru,CUST-A06,Synthetic Customer A06,synthetic-sms:+91-5550-1006,true,PAY-00023,2026-07-13T10:30:00+05:30,17574,settled
mch_demo_bengaluru,CUST-B13,Synthetic Customer B13,synthetic-sms:+91-5551-1013,true,PAY-00138,2026-07-13T10:30:00+05:30,19908,settled
mch_demo_bengaluru,CUST-B31,Synthetic Customer B31,synthetic-sms:+91-5551-1031,true,PAY-00210,2026-07-13T10:30:00+05:30,31959,settled
mch_demo_bengaluru,CUST-C05,Synthetic Customer C05,synthetic-sms:+91-5552-1005,true,PAY-00222,2026-07-13T10:30:00+05:30,20883,settled
mch_demo_bengaluru,CUST-A17,Synthetic Customer A17,synthetic-sms:+91-5550-1017,true,PAY-00061,2026-07-13T11:30:00+05:30,17600,settled
mch_demo_bengaluru,CUST-B26,Synthetic Customer B26,synthetic-sms:+91-5551-1026,true,PAY-00190,2026-07-13T11:30:00+05:30,17662,settled
mch_demo_bengaluru,CUST-A18,Synthetic Customer A18,synthetic-sms:+91-5550-1018,true,PAY-00065,2026-07-13T12:30:00+05:30,19851,settled
mch_demo_bengaluru,CUST-A05,Synthetic Customer A05,synthetic-sms:+91-5550-1005,true,PAY-00018,2026-07-14T09:30:00+05:30,19202,settled
mch_demo_bengaluru,CUST-A12,Synthetic Customer A12,synthetic-sms:+91-5550-1012,true,PAY-00044,2026-07-14T11:30:00+05:30,31006,settled
mch_demo_bengaluru,CUST-A22,Synthetic Customer A22,synthetic-sms:+91-5550-1022,false,PAY-00078,2026-07-14T11:30:00+05:30,23364,settled
mch_demo_bengaluru,CUST-B08,Synthetic Customer B08,synthetic-sms:+91-5551-1008,true,PAY-00118,2026-07-14T11:30:00+05:30,13762,settled
mch_demo_bengaluru,CUST-B17,Synthetic Customer B17,synthetic-sms:+91-5551-1017,true,PAY-00153,2026-07-14T14:30:00+05:30,31998,settled
mch_demo_bengaluru,CUST-B24,Synthetic Customer B24,synthetic-sms:+91-5551-1024,true,PAY-00182,2026-07-15T09:30:00+05:30,24593,settled
mch_demo_bengaluru,CUST-A22,Synthetic Customer A22,synthetic-sms:+91-5550-1022,false,PAY-00079,2026-07-15T11:30:00+05:30,17134,settled
mch_demo_bengaluru,CUST-B06,Synthetic Customer B06,synthetic-sms:+91-5551-1006,true,PAY-00110,2026-07-16T09:30:00+05:30,14052,settled
mch_demo_bengaluru,CUST-B24,Synthetic Customer B24,synthetic-sms:+91-5551-1024,true,PAY-00183,2026-07-16T09:30:00+05:30,32087,settled
mch_demo_bengaluru,CUST-A11,Synthetic Customer A11,synthetic-sms:+91-5550-1011,true,PAY-00040,2026-07-16T10:30:00+05:30,17982,settled
mch_demo_bengaluru,CUST-B14,Synthetic Customer B14,synthetic-sms:+91-5551-1014,true,PAY-00141,2026-07-16T11:30:00+05:30,13710,settled
mch_demo_bengaluru,CUST-A08,Synthetic Customer A08,synthetic-sms:+91-5550-1008,true,PAY-00030,2026-07-16T12:30:00+05:30,28636,settled
mch_demo_bengaluru,CUST-A13,Synthetic Customer A13,synthetic-sms:+91-5550-1013,true,PAY-00047,2026-07-16T12:30:00+05:30,23617,settled
mch_demo_bengaluru,CUST-B21,Synthetic Customer B21,synthetic-sms:+91-5551-1021,true,PAY-00171,2026-07-16T12:30:00+05:30,27243,settled
mch_demo_bengaluru,CUST-B27,Synthetic Customer B27,synthetic-sms:+91-5551-1027,true,PAY-00194,2026-07-16T12:30:00+05:30,12665,settled
mch_demo_bengaluru,CUST-A14,Synthetic Customer A14,synthetic-sms:+91-5550-1014,true,PAY-00050,2026-07-16T13:30:00+05:30,28544,settled
mch_demo_bengaluru,CUST-A10,Synthetic Customer A10,synthetic-sms:+91-5550-1010,true,PAY-00036,2026-07-17T09:30:00+05:30,27517,settled
mch_demo_bengaluru,CUST-B01,Synthetic Customer B01,synthetic-sms:+91-5551-1001,true,PAY-00088,2026-07-17T10:30:00+05:30,20232,settled
mch_demo_bengaluru,CUST-B19,Synthetic Customer B19,synthetic-sms:+91-5551-1019,true,PAY-00161,2026-07-17T10:30:00+05:30,30438,settled
mch_demo_bengaluru,CUST-A02,Synthetic Customer A02,synthetic-sms:+91-5550-1002,true,PAY-00006,2026-07-17T11:30:00+05:30,12615,settled
mch_demo_bengaluru,CUST-A18,Synthetic Customer A18,synthetic-sms:+91-5550-1018,true,PAY-00066,2026-07-17T12:30:00+05:30,27707,settled
mch_demo_bengaluru,CUST-C19,Synthetic Customer C19,synthetic-sms:+91-5552-1019,true,PAY-00236,2026-07-17T14:30:00+05:30,18651,settled
mch_demo_bengaluru,CUST-C22,Synthetic Customer C22,synthetic-sms:+91-5552-1022,true,PAY-00242,2026-07-17T16:30:00+05:30,12708,settled
mch_demo_bengaluru,CUST-A15,Synthetic Customer A15,synthetic-sms:+91-5550-1015,true,PAY-00054,2026-07-20T09:30:00+05:30,13591,settled
mch_demo_bengaluru,CUST-B12,Synthetic Customer B12,synthetic-sms:+91-5551-1012,true,PAY-00134,2026-07-20T09:30:00+05:30,23986,settled
mch_demo_bengaluru,CUST-B18,Synthetic Customer B18,synthetic-sms:+91-5551-1018,true,PAY-00158,2026-07-20T09:30:00+05:30,24018,settled
mch_demo_bengaluru,CUST-A01,Synthetic Customer A01,synthetic-sms:+91-5550-1001,true,PAY-00002,2026-07-20T10:30:00+05:30,33511,settled
mch_demo_bengaluru,CUST-A11,Synthetic Customer A11,synthetic-sms:+91-5550-1011,true,PAY-00041,2026-07-20T10:30:00+05:30,30062,settled
mch_demo_bengaluru,CUST-A21,Synthetic Customer A21,synthetic-sms:+91-5550-1021,false,PAY-00076,2026-07-20T10:30:00+05:30,14898,settled
mch_demo_bengaluru,CUST-B07,Synthetic Customer B07,synthetic-sms:+91-5551-1007,true,PAY-00113,2026-07-20T10:30:00+05:30,15655,settled
mch_demo_bengaluru,CUST-C07,Synthetic Customer C07,synthetic-sms:+91-5552-1007,false,PAY-00224,2026-07-20T12:30:00+05:30,20770,settled
mch_demo_bengaluru,CUST-A19,Synthetic Customer A19,synthetic-sms:+91-5550-1019,true,PAY-00069,2026-07-20T13:30:00+05:30,19871,settled
mch_demo_bengaluru,CUST-A10,Synthetic Customer A10,synthetic-sms:+91-5550-1010,true,PAY-00037,2026-07-21T09:30:00+05:30,27814,settled
mch_demo_bengaluru,CUST-B06,Synthetic Customer B06,synthetic-sms:+91-5551-1006,true,PAY-00111,2026-07-21T09:30:00+05:30,31199,settled
mch_demo_bengaluru,CUST-A21,Synthetic Customer A21,synthetic-sms:+91-5550-1021,false,PAY-00077,2026-07-21T10:30:00+05:30,24634,settled
mch_demo_bengaluru,CUST-A07,Synthetic Customer A07,synthetic-sms:+91-5550-1007,true,PAY-00026,2026-07-21T11:30:00+05:30,14144,settled
mch_demo_bengaluru,CUST-A12,Synthetic Customer A12,synthetic-sms:+91-5550-1012,true,PAY-00045,2026-07-21T11:30:00+05:30,28662,settled
mch_demo_bengaluru,CUST-A23,Synthetic Customer A23,synthetic-sms:+91-5550-1023,unknown,PAY-00082,2026-07-21T12:30:00+05:30,26464,settled
mch_demo_bengaluru,CUST-B22,Synthetic Customer B22,synthetic-sms:+91-5551-1022,unknown,PAY-00173,2026-07-21T13:30:00+05:30,15663,settled
mch_demo_bengaluru,CUST-B28,Synthetic Customer B28,synthetic-sms:+91-5551-1028,true,PAY-00197,2026-07-21T13:30:00+05:30,31208,settled
mch_demo_bengaluru,CUST-B01,Synthetic Customer B01,synthetic-sms:+91-5551-1001,true,PAY-00089,2026-07-22T10:30:00+05:30,12178,settled
mch_demo_bengaluru,CUST-B03,Synthetic Customer B03,synthetic-sms:+91-5551-1003,true,PAY-00097,2026-07-22T12:30:00+05:30,18512,settled
mch_demo_bengaluru,CUST-B15,Synthetic Customer B15,synthetic-sms:+91-5551-1015,true,PAY-00146,2026-07-22T12:30:00+05:30,12583,settled
mch_demo_bengaluru,CUST-A09,Synthetic Customer A09,synthetic-sms:+91-5550-1009,true,PAY-00033,2026-07-22T13:30:00+05:30,24830,settled
mch_demo_bengaluru,CUST-B10,Synthetic Customer B10,synthetic-sms:+91-5551-1010,true,PAY-00125,2026-07-22T13:30:00+05:30,33880,settled
mch_demo_bengaluru,CUST-C13,Synthetic Customer C13,synthetic-sms:+91-5552-1013,true,PAY-00230,2026-07-22T13:30:00+05:30,22321,settled
mch_demo_bengaluru,CUST-B02,Synthetic Customer B02,synthetic-sms:+91-5551-1002,true,PAY-00092,2026-07-23T11:30:00+05:30,30122,settled
mch_demo_bengaluru,CUST-B20,Synthetic Customer B20,synthetic-sms:+91-5551-1020,true,PAY-00165,2026-07-23T11:30:00+05:30,22841,settled
mch_demo_bengaluru,CUST-A24,Synthetic Customer A24,synthetic-sms:+91-5550-1024,unknown,PAY-00085,2026-07-23T13:30:00+05:30,18564,settled
mch_demo_bengaluru,CUST-B04,Synthetic Customer B04,synthetic-sms:+91-5551-1004,true,PAY-00101,2026-07-23T13:30:00+05:30,32149,settled
mch_demo_bengaluru,CUST-A05,Synthetic Customer A05,synthetic-sms:+91-5550-1005,true,PAY-00019,2026-07-24T09:30:00+05:30,31647,settled
mch_demo_bengaluru,CUST-B14,Synthetic Customer B14,synthetic-sms:+91-5551-1014,true,PAY-00142,2026-07-24T11:30:00+05:30,24193,settled
mch_demo_bengaluru,CUST-C01,Synthetic Customer C01,synthetic-sms:+91-5552-1001,true,PAY-00218,2026-07-24T11:30:00+05:30,26348,settled
mch_demo_bengaluru,CUST-A03,Synthetic Customer A03,synthetic-sms:+91-5550-1003,true,PAY-00011,2026-07-24T12:30:00+05:30,12528,settled
mch_demo_bengaluru,CUST-A04,Synthetic Customer A04,synthetic-sms:+91-5550-1004,true,PAY-00015,2026-07-24T13:30:00+05:30,14918,settled
mch_demo_bengaluru,CUST-B11,Synthetic Customer B11,synthetic-sms:+91-5551-1011,unknown,PAY-00130,2026-07-24T14:30:00+05:30,28105,settled
mch_demo_bengaluru,CUST-B18,Synthetic Customer B18,synthetic-sms:+91-5551-1018,true,PAY-00159,2026-07-27T09:30:00+05:30,26997,settled
mch_demo_bengaluru,CUST-B25,Synthetic Customer B25,synthetic-sms:+91-5551-1025,true,PAY-00185,2026-07-27T10:30:00+05:30,12078,settled
mch_demo_bengaluru,CUST-A02,Synthetic Customer A02,synthetic-sms:+91-5550-1002,true,PAY-00007,2026-07-27T11:30:00+05:30,26725,settled
mch_demo_bengaluru,CUST-B32,Synthetic Customer B32,synthetic-sms:+91-5551-1032,true,PAY-00213,2026-07-27T11:30:00+05:30,34698,settled
mch_demo_bengaluru,CUST-B09,Synthetic Customer B09,synthetic-sms:+91-5551-1009,true,PAY-00123,2026-07-27T12:30:00+05:30,19515,settled
mch_demo_bengaluru,CUST-B22,Synthetic Customer B22,synthetic-sms:+91-5551-1022,unknown,PAY-00174,2026-07-27T13:30:00+05:30,32019,settled
mch_demo_bengaluru,CUST-A10,Synthetic Customer A10,synthetic-sms:+91-5550-1010,true,PAY-00038,2026-07-28T09:30:00+05:30,28905,settled
mch_demo_bengaluru,CUST-A01,Synthetic Customer A01,synthetic-sms:+91-5550-1001,true,PAY-00003,2026-07-28T10:30:00+05:30,29036,settled
mch_demo_bengaluru,CUST-C15,Synthetic Customer C15,synthetic-sms:+91-5552-1015,true,PAY-00232,2026-07-28T10:30:00+05:30,25965,settled
mch_demo_bengaluru,CUST-B20,Synthetic Customer B20,synthetic-sms:+91-5551-1020,true,PAY-00166,2026-07-28T11:30:00+05:30,24318,settled
mch_demo_bengaluru,CUST-A13,Synthetic Customer A13,synthetic-sms:+91-5550-1013,true,PAY-00048,2026-07-28T12:30:00+05:30,34498,settled
mch_demo_bengaluru,CUST-B27,Synthetic Customer B27,synthetic-sms:+91-5551-1027,true,PAY-00195,2026-07-28T12:30:00+05:30,14184,settled
mch_demo_bengaluru,CUST-A04,Synthetic Customer A04,synthetic-sms:+91-5550-1004,true,PAY-00016,2026-07-28T13:30:00+05:30,25568,settled
mch_demo_bengaluru,CUST-A09,Synthetic Customer A09,synthetic-sms:+91-5550-1009,true,PAY-00034,2026-07-28T13:30:00+05:30,22595,settled
mch_demo_bengaluru,CUST-A19,Synthetic Customer A19,synthetic-sms:+91-5550-1019,true,PAY-00070,2026-07-28T13:30:00+05:30,15796,settled
mch_demo_bengaluru,CUST-B10,Synthetic Customer B10,synthetic-sms:+91-5551-1010,true,PAY-00126,2026-07-28T13:30:00+05:30,22848,settled
mch_demo_bengaluru,CUST-A07,Synthetic Customer A07,synthetic-sms:+91-5550-1007,true,PAY-00027,2026-07-29T11:30:00+05:30,18061,settled
mch_demo_bengaluru,CUST-A17,Synthetic Customer A17,synthetic-sms:+91-5550-1017,true,PAY-00062,2026-07-29T11:30:00+05:30,26360,settled
mch_demo_bengaluru,CUST-B02,Synthetic Customer B02,synthetic-sms:+91-5551-1002,true,PAY-00093,2026-07-29T11:30:00+05:30,28395,settled
mch_demo_bengaluru,CUST-A14,Synthetic Customer A14,synthetic-sms:+91-5550-1014,true,PAY-00051,2026-07-29T13:30:00+05:30,28670,settled
mch_demo_bengaluru,CUST-B30,Synthetic Customer B30,synthetic-sms:+91-5551-1030,true,PAY-00206,2026-07-30T09:30:00+05:30,12008,settled
mch_demo_bengaluru,CUST-A06,Synthetic Customer A06,synthetic-sms:+91-5550-1006,true,PAY-00024,2026-07-30T10:30:00+05:30,22865,settled
mch_demo_bengaluru,CUST-B32,Synthetic Customer B32,synthetic-sms:+91-5551-1032,true,PAY-00214,2026-07-30T11:30:00+05:30,13521,settled
mch_demo_bengaluru,CUST-A13,Synthetic Customer A13,synthetic-sms:+91-5550-1013,true,PAY-00049,2026-07-30T12:30:00+05:30,30495,settled
mch_demo_bengaluru,CUST-A09,Synthetic Customer A09,synthetic-sms:+91-5550-1009,true,PAY-00035,2026-07-30T13:30:00+05:30,16312,settled
mch_demo_bengaluru,CUST-B16,Synthetic Customer B16,synthetic-sms:+91-5551-1016,true,PAY-00150,2026-07-30T13:30:00+05:30,15150,settled
mch_demo_bengaluru,CUST-A05,Synthetic Customer A05,synthetic-sms:+91-5550-1005,true,PAY-00020,2026-07-31T09:30:00+05:30,16049,settled
mch_demo_bengaluru,CUST-A15,Synthetic Customer A15,synthetic-sms:+91-5550-1015,true,PAY-00055,2026-07-31T09:30:00+05:30,15791,settled
mch_demo_bengaluru,CUST-A20,Synthetic Customer A20,synthetic-sms:+91-5550-1020,true,PAY-00072,2026-07-31T09:30:00+05:30,33808,settled
mch_demo_bengaluru,CUST-B30,Synthetic Customer B30,synthetic-sms:+91-5551-1030,true,PAY-00207,2026-07-31T09:30:00+05:30,31058,settled
mch_demo_bengaluru,CUST-A16,Synthetic Customer A16,synthetic-sms:+91-5550-1016,true,PAY-00058,2026-07-31T10:30:00+05:30,16063,settled
mch_demo_bengaluru,CUST-A07,Synthetic Customer A07,synthetic-sms:+91-5550-1007,true,PAY-00028,2026-07-31T11:30:00+05:30,16477,settled
mch_demo_bengaluru,CUST-A03,Synthetic Customer A03,synthetic-sms:+91-5550-1003,true,PAY-00012,2026-07-31T12:30:00+05:30,27750,settled
mch_demo_bengaluru,CUST-A20,Synthetic Customer A20,synthetic-sms:+91-5550-1020,true,PAY-00073,2026-08-03T09:30:00+05:30,12472,settled
mch_demo_bengaluru,CUST-B12,Synthetic Customer B12,synthetic-sms:+91-5551-1012,true,PAY-00135,2026-08-03T09:30:00+05:30,19070,settled
mch_demo_bengaluru,CUST-B19,Synthetic Customer B19,synthetic-sms:+91-5551-1019,true,PAY-00162,2026-08-03T10:30:00+05:30,26371,settled
mch_demo_bengaluru,CUST-B25,Synthetic Customer B25,synthetic-sms:+91-5551-1025,true,PAY-00186,2026-08-03T10:30:00+05:30,15889,settled
mch_demo_bengaluru,CUST-A17,Synthetic Customer A17,synthetic-sms:+91-5550-1017,true,PAY-00063,2026-08-03T11:30:00+05:30,34019,settled
mch_demo_bengaluru,CUST-B15,Synthetic Customer B15,synthetic-sms:+91-5551-1015,true,PAY-00147,2026-08-03T12:30:00+05:30,31665,settled
mch_demo_bengaluru,CUST-A24,Synthetic Customer A24,synthetic-sms:+91-5550-1024,unknown,PAY-00086,2026-08-03T13:30:00+05:30,21072,settled
mch_demo_bengaluru,CUST-C03,Synthetic Customer C03,synthetic-sms:+91-5552-1003,true,PAY-00220,2026-08-03T13:30:00+05:30,14232,settled
mch_demo_bengaluru,CUST-A02,Synthetic Customer A02,synthetic-sms:+91-5550-1002,true,PAY-00008,2026-08-04T11:30:00+05:30,20381,settled
mch_demo_bengaluru,CUST-A23,Synthetic Customer A23,synthetic-sms:+91-5550-1023,unknown,PAY-00083,2026-08-04T12:30:00+05:30,25016,settled
mch_demo_bengaluru,CUST-B03,Synthetic Customer B03,synthetic-sms:+91-5551-1003,true,PAY-00098,2026-08-04T12:30:00+05:30,16568,settled
mch_demo_bengaluru,CUST-A15,Synthetic Customer A15,synthetic-sms:+91-5550-1015,true,PAY-00056,2026-08-05T09:30:00+05:30,14461,settled
mch_demo_bengaluru,CUST-A22,Synthetic Customer A22,synthetic-sms:+91-5550-1022,false,PAY-00080,2026-08-05T11:30:00+05:30,24166,settled
mch_demo_bengaluru,CUST-A04,Synthetic Customer A04,synthetic-sms:+91-5550-1004,true,PAY-00017,2026-08-05T13:30:00+05:30,25978,settled
mch_demo_bengaluru,CUST-B28,Synthetic Customer B28,synthetic-sms:+91-5551-1028,true,PAY-00198,2026-08-05T13:30:00+05:30,24759,settled
mch_demo_bengaluru,CUST-B23,Synthetic Customer B23,synthetic-sms:+91-5551-1023,true,PAY-00178,2026-08-05T14:30:00+05:30,13716,settled
mch_demo_bengaluru,CUST-A01,Synthetic Customer A01,synthetic-sms:+91-5550-1001,true,PAY-00004,2026-08-06T10:30:00+05:30,25578,settled
mch_demo_bengaluru,CUST-A11,Synthetic Customer A11,synthetic-sms:+91-5550-1011,true,PAY-00042,2026-08-06T10:30:00+05:30,18919,settled
mch_demo_bengaluru,CUST-A16,Synthetic Customer A16,synthetic-sms:+91-5550-1016,true,PAY-00059,2026-08-06T10:30:00+05:30,23865,settled
mch_demo_bengaluru,CUST-B07,Synthetic Customer B07,synthetic-sms:+91-5551-1007,true,PAY-00114,2026-08-06T10:30:00+05:30,27062,settled
mch_demo_bengaluru,CUST-C11,Synthetic Customer C11,synthetic-sms:+91-5552-1011,true,PAY-00228,2026-08-06T11:30:00+05:30,29277,settled
mch_demo_bengaluru,CUST-A03,Synthetic Customer A03,synthetic-sms:+91-5550-1003,true,PAY-00013,2026-08-06T12:30:00+05:30,33558,settled
mch_demo_bengaluru,CUST-A24,Synthetic Customer A24,synthetic-sms:+91-5550-1024,unknown,PAY-00087,2026-08-06T13:30:00+05:30,28277,settled
mch_demo_bengaluru,CUST-B05,Synthetic Customer B05,synthetic-sms:+91-5551-1005,true,PAY-00106,2026-08-06T14:30:00+05:30,27816,settled
mch_demo_bengaluru,CUST-B17,Synthetic Customer B17,synthetic-sms:+91-5551-1017,true,PAY-00154,2026-08-06T14:30:00+05:30,23611,settled
mch_demo_bengaluru,CUST-B29,Synthetic Customer B29,synthetic-sms:+91-5551-1029,true,PAY-00201,2026-08-06T14:30:00+05:30,27682,settled
mch_demo_bengaluru,CUST-A05,Synthetic Customer A05,synthetic-sms:+91-5550-1005,true,PAY-00021,2026-08-07T09:30:00+05:30,27085,settled
mch_demo_bengaluru,CUST-A08,Synthetic Customer A08,synthetic-sms:+91-5550-1008,true,PAY-00031,2026-08-07T12:30:00+05:30,30970,settled
mch_demo_bengaluru,CUST-A23,Synthetic Customer A23,synthetic-sms:+91-5550-1023,unknown,PAY-00084,2026-08-07T12:30:00+05:30,30883,settled
mch_demo_bengaluru,CUST-A14,Synthetic Customer A14,synthetic-sms:+91-5550-1014,true,PAY-00052,2026-08-07T13:30:00+05:30,13355,settled
mch_demo_bengaluru,CUST-B29,Synthetic Customer B29,synthetic-sms:+91-5551-1029,true,PAY-00202,2026-08-07T14:30:00+05:30,24415,settled
mch_demo_bengaluru,CUST-B14,Synthetic Customer B14,synthetic-sms:+91-5551-1014,true,PAY-00143,2026-08-13T09:30:00+05:30,20654,settled
mch_demo_bengaluru,CUST-B10,Synthetic Customer B10,synthetic-sms:+91-5551-1010,true,PAY-00127,2026-08-13T12:30:00+05:30,31430,settled
mch_demo_bengaluru,CUST-B17,Synthetic Customer B17,synthetic-sms:+91-5551-1017,true,PAY-00155,2026-08-13T12:30:00+05:30,16616,settled
mch_demo_bengaluru,CUST-B31,Synthetic Customer B31,synthetic-sms:+91-5551-1031,true,PAY-00211,2026-08-13T12:30:00+05:30,21722,settled
mch_demo_bengaluru,CUST-B32,Synthetic Customer B32,synthetic-sms:+91-5551-1032,true,PAY-00215,2026-08-13T13:30:00+05:30,22017,settled
mch_demo_bengaluru,CUST-B14,Synthetic Customer B14,synthetic-sms:+91-5551-1014,true,PAY-00144,2026-08-14T09:30:00+05:30,26423,settled
mch_demo_bengaluru,CUST-B02,Synthetic Customer B02,synthetic-sms:+91-5551-1002,true,PAY-00094,2026-08-14T11:30:00+05:30,15807,settled
mch_demo_bengaluru,CUST-C16,Synthetic Customer C16,synthetic-sms:+91-5552-1016,true,PAY-00233,2026-08-14T11:30:00+05:30,12079,settled
mch_demo_bengaluru,CUST-B17,Synthetic Customer B17,synthetic-sms:+91-5551-1017,true,PAY-00156,2026-08-14T12:30:00+05:30,18872,settled
mch_demo_bengaluru,CUST-B04,Synthetic Customer B04,synthetic-sms:+91-5551-1004,true,PAY-00102,2026-08-14T13:30:00+05:30,19487,settled
mch_demo_bengaluru,CUST-B14,Synthetic Customer B14,synthetic-sms:+91-5551-1014,true,PAY-00145,2026-08-17T09:30:00+05:30,20583,settled
